step,Base5_W0_asym_hard,Base5_W0_asym_soft,Base5_W0_baseline,Base5_W1_asym_hard,Base5_W1_asym_soft,Base5_W1_baseline,Base5_W2_asym_hard,Base5_W2_asym_soft,Base5_W2_baseline,Base5_W3_asym_hard,Base5_W3_asym_soft,Base5_W3_baseline,Base5_W4_asym_hard,Base5_W4_asym_soft,Base5_W4_baseline,Base5_W5_asym_hard,Base5_W5_asym_soft,Base5_W5_baseline,LargeCaps5_W0_asym_hard,LargeCaps5_W0_asym_soft,LargeCaps5_W0_baseline,LargeCaps5_W1_asym_hard,LargeCaps5_W1_asym_soft,LargeCaps5_W1_baseline,LargeCaps5_W2_asym_hard,LargeCaps5_W2_asym_soft,LargeCaps5_W2_baseline,LargeCaps5_W3_asym_hard,LargeCaps5_W3_asym_soft,LargeCaps5_W3_baseline,LargeCaps5_W4_asym_hard,LargeCaps5_W4_asym_soft,LargeCaps5_W4_baseline,LargeCaps5_W5_asym_hard,LargeCaps5_W5_asym_soft,LargeCaps5_W5_baseline,Legacy3_W0_asym_hard,Legacy3_W0_asym_soft,Legacy3_W0_baseline,Legacy3_W1_asym_hard,Legacy3_W1_asym_soft,Legacy3_W1_baseline,Legacy3_W2_asym_hard,Legacy3_W2_asym_soft,Legacy3_W2_baseline,Legacy3_W3_asym_hard,Legacy3_W3_asym_soft,Legacy3_W3_baseline,Legacy3_W4_asym_hard,Legacy3_W4_asym_soft,Legacy3_W4_baseline,Legacy3_W5_asym_hard,Legacy3_W5_asym_soft,Legacy3_W5_baseline,Legacy4_W0_asym_hard,Legacy4_W0_asym_soft,Legacy4_W0_baseline,Legacy4_W1_asym_hard,Legacy4_W1_asym_soft,Legacy4_W1_baseline,Legacy4_W2_asym_hard,Legacy4_W2_asym_soft,Legacy4_W2_baseline,Legacy4_W3_asym_hard,Legacy4_W3_asym_soft,Legacy4_W3_baseline,Legacy4_W4_asym_hard,Legacy4_W4_asym_soft,Legacy4_W4_baseline,Legacy4_W5_asym_hard,Legacy4_W5_asym_soft,Legacy4_W5_baseline,Legacy5BNB_W0_asym_hard,Legacy5BNB_W0_asym_soft,Legacy5BNB_W0_baseline,Legacy5BNB_W1_asym_hard,Legacy5BNB_W1_asym_soft,Legacy5BNB_W1_baseline,Legacy5BNB_W2_asym_hard,Legacy5BNB_W2_asym_soft,Legacy5BNB_W2_baseline,Legacy5BNB_W3_asym_hard,Legacy5BNB_W3_asym_soft,Legacy5BNB_W3_baseline,Legacy5BNB_W4_asym_hard,Legacy5BNB_W4_asym_soft,Legacy5BNB_W4_baseline,Legacy5BNB_W5_asym_hard,Legacy5BNB_W5_asym_soft,Legacy5BNB_W5_baseline,LowVolume5_W0_asym_hard,LowVolume5_W0_asym_soft,LowVolume5_W0_baseline,LowVolume5_W1_asym_hard,LowVolume5_W1_asym_soft,LowVolume5_W1_baseline,LowVolume5_W2_asym_hard,LowVolume5_W2_asym_soft,LowVolume5_W2_baseline,LowVolume5_W3_asym_hard,LowVolume5_W3_asym_soft,LowVolume5_W3_baseline,LowVolume5_W4_asym_hard,LowVolume5_W4_asym_soft,LowVolume5_W4_baseline,LowVolume5_W5_asym_hard,LowVolume5_W5_asym_soft,LowVolume5_W5_baseline,NoDOGE_W0_asym_hard,NoDOGE_W0_asym_soft,NoDOGE_W0_baseline,NoDOGE_W1_asym_hard,NoDOGE_W1_asym_soft,NoDOGE_W1_baseline,NoDOGE_W2_asym_hard,NoDOGE_W2_asym_soft,NoDOGE_W2_baseline,NoDOGE_W3_asym_hard,NoDOGE_W3_asym_soft,NoDOGE_W3_baseline,NoDOGE_W4_asym_hard,NoDOGE_W4_asym_soft,NoDOGE_W4_baseline,NoDOGE_W5_asym_hard,NoDOGE_W5_asym_soft,NoDOGE_W5_baseline,OldGuard4_W0_asym_hard,OldGuard4_W0_asym_soft,OldGuard4_W0_baseline,OldGuard4_W1_asym_hard,OldGuard4_W1_asym_soft,OldGuard4_W1_baseline,OldGuard4_W2_asym_hard,OldGuard4_W2_asym_soft,OldGuard4_W2_baseline,OldGuard4_W3_asym_hard,OldGuard4_W3_asym_soft,OldGuard4_W3_baseline,OldGuard4_W4_asym_hard,OldGuard4_W4_asym_soft,OldGuard4_W4_baseline,OldGuard4_W5_asym_hard,OldGuard4_W5_asym_soft,OldGuard4_W5_baseline,OldGuardNoBNB_W0_asym_hard,OldGuardNoBNB_W0_asym_soft,OldGuardNoBNB_W0_baseline,OldGuardNoBNB_W1_asym_hard,OldGuardNoBNB_W1_asym_soft,OldGuardNoBNB_W1_baseline,OldGuardNoBNB_W2_asym_hard,OldGuardNoBNB_W2_asym_soft,OldGuardNoBNB_W2_baseline,OldGuardNoBNB_W3_asym_hard,OldGuardNoBNB_W3_asym_soft,OldGuardNoBNB_W3_baseline,OldGuardNoBNB_W4_asym_hard,OldGuardNoBNB_W4_asym_soft,OldGuardNoBNB_W4_baseline,OldGuardNoBNB_W5_asym_hard,OldGuardNoBNB_W5_asym_soft,OldGuardNoBNB_W5_baseline
47,0.789150,0.789150,0.789150,0.919586,0.919586,0.996659,1.128946,1.128946,1.128946,2.120280,2.120280,2.120280,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,0.789150,0.789150,0.789150,0.919586,0.919586,0.996659,0.974477,0.974477,0.974477,2.602458,2.602458,2.602458,1.893237,1.893237,1.893237,1.041525,1.041525,1.041525,0.999364,0.999364,1.017701,0.899963,0.899963,0.975390,0.940585,0.940585,0.940585,1.441089,1.441089,1.441089,0.767986,0.767986,0.767986,0.841642,0.810306,0.819795,0.805312,0.805312,0.886183,0.828626,0.828626,0.898074,1.061863,1.061863,1.061863,1.781988,1.781988,1.781988,1.132316,1.132316,1.273163,0.808588,0.778483,0.787599,0.805312,0.805312,0.886183,0.919586,0.919586,0.996659,1.074291,1.074291,1.074291,1.781988,1.781988,1.781988,1.338501,1.338501,1.338501,1.013709,1.013709,1.013709,1.246519,1.246519,1.272433,0.816053,0.816053,0.816053,0.913448,0.913448,0.913448,1.081709,1.081709,1.081709,0.768177,0.768177,0.768177,0.665786,0.640998,0.607485,0.789150,0.789150,0.789150,0.919586,0.919586,0.996659,0.963204,0.963204,0.963204,2.120280,2.120280,2.120280,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,1.135719,1.135719,1.122636,0.562869,0.562869,0.610044,1.063478,1.063478,1.063478,1.441089,1.441089,1.441089,0.874015,0.874015,0.922507,1.232992,1.018485,1.017812,0.805312,0.805312,0.886183,0.603756,0.603756,0.654358,1.061863,1.061863,1.061863,1.781988,1.781988,1.781988,1.132316,1.132316,1.273163,1.156626,1.113563,1.057807
48,0.789150,0.789150,0.789150,0.919586,0.919586,0.996659,1.128946,1.128946,1.128946,2.120280,2.120280,2.120280,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,0.789150,0.789150,0.789150,0.919586,0.919586,0.996659,0.974477,0.974477,0.974477,2.602458,2.602458,2.602458,1.893237,1.893237,1.893237,1.041525,1.041525,1.041525,0.999364,0.999364,0.987852,0.899963,0.899963,0.975390,0.940585,0.940585,0.940585,1.441089,1.441089,1.441089,0.767986,0.767986,0.767986,0.841642,0.810306,0.819795,0.805312,0.805312,0.796035,0.828626,0.828626,0.898074,1.061863,1.061863,1.061863,1.781988,1.781988,1.781988,1.132316,1.132316,1.273163,0.808588,0.778483,0.787599,0.805312,0.805312,0.796035,0.919586,0.919586,0.996659,1.074291,1.074291,1.074291,1.781988,1.781988,1.781988,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,1.138245,1.138245,1.232160,0.816053,0.816053,0.816053,0.913448,0.913448,0.913448,1.081709,1.081709,1.081709,0.768177,0.768177,0.768177,0.665786,0.640998,0.607485,0.789150,0.789150,0.789150,0.919586,0.919586,0.996659,0.963204,0.963204,0.963204,2.120280,2.120280,2.120280,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,1.135719,1.135719,1.122636,0.562869,0.562869,0.610044,1.063478,1.063478,1.063478,1.441089,1.441089,1.441089,0.874015,0.874015,0.922507,1.232992,1.187086,1.017812,0.805312,0.805312,0.796035,0.603756,0.603756,0.654358,1.061863,1.061863,1.061863,1.781988,1.781988,1.781988,1.132316,1.132316,1.273163,1.348094,1.113563,1.057807
49,0.789150,0.789150,0.789150,0.919586,0.919586,0.996659,1.128946,1.128946,1.128946,2.120280,2.120280,2.120280,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,0.789150,0.789150,0.789150,0.919586,0.919586,0.996659,0.934681,0.934681,0.934681,2.602458,2.602458,2.602458,1.893237,1.893237,1.893237,1.041525,1.041525,1.041525,0.975410,0.975410,0.987852,0.899963,0.899963,0.975390,0.940585,0.940585,0.940585,1.441089,1.441089,1.441089,0.767986,0.767986,0.767986,0.841642,0.810306,0.819795,0.805312,0.805312,0.796035,0.828626,0.828626,0.898074,1.061863,1.061863,1.061863,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,0.808588,0.778483,0.787599,0.805312,0.805312,0.796035,0.919586,0.919586,0.996659,1.030419,1.030419,1.030419,1.715119,1.715119,1.715119,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,1.023710,1.023710,1.125133,0.816053,0.816053,0.816053,0.913448,0.913448,0.913448,1.081709,1.081709,1.081709,0.768177,0.768177,0.768177,0.635178,0.640998,0.607485,0.789150,0.789150,0.789150,0.919586,0.919586,0.996659,0.963204,0.963204,0.963204,2.120280,2.120280,2.120280,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,1.135719,1.135719,1.122636,0.562869,0.562869,0.610044,1.063478,1.063478,1.063478,1.441089,1.441089,1.441089,0.874015,0.874015,0.922507,1.232992,1.187086,0.967489,0.805312,0.805312,0.796035,0.603756,0.603756,0.654358,1.061863,1.061863,1.061863,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,1.348094,1.297903,1.057807
50,0.789150,0.789150,0.789150,0.919586,0.919586,0.996659,1.128946,1.128946,1.128946,2.620764,2.620764,2.620764,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,0.789150,0.789150,0.789150,0.919586,0.919586,0.996659,0.934681,0.934681,0.934681,2.602458,2.602458,2.602458,1.893237,1.893237,1.893237,1.041525,1.041525,1.041525,0.975410,0.975410,0.964174,0.899963,0.899963,0.975390,0.940585,0.940585,0.940585,1.441089,1.441089,1.441089,0.767986,0.767986,0.767986,0.841642,0.810306,0.819795,0.805312,0.805312,0.796035,0.828626,0.828626,0.898074,1.061863,1.061863,1.061863,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,0.808588,0.778483,0.787599,0.805312,0.805312,0.796035,0.919586,0.919586,0.996659,1.030419,1.030419,1.030419,1.715119,1.715119,1.715119,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.990848,0.990848,1.011917,0.816053,0.816053,0.816053,0.913448,0.913448,0.913448,1.081709,1.081709,1.081709,0.737006,0.737006,0.737006,0.635178,0.611530,0.579557,0.789150,0.789150,0.789150,0.919586,0.919586,0.996659,0.963204,0.963204,0.963204,2.620764,2.620764,2.620764,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,1.135719,1.135719,1.122636,0.562869,0.562869,0.610044,1.063478,1.063478,1.063478,1.441089,1.441089,1.441089,0.874015,0.874015,0.924924,1.232992,1.187086,1.127648,0.805312,0.805312,0.796035,0.603756,0.603756,0.654358,1.061863,1.061863,1.061863,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,1.348094,1.297903,1.057807
51,0.696003,0.696003,0.696003,0.919586,0.919586,0.996659,1.128946,1.128946,1.128946,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,0.696003,0.696003,0.696003,0.919586,0.919586,0.996659,0.934681,0.934681,0.934681,3.216757,3.216757,3.216757,1.893237,1.893237,1.893237,1.041525,1.041525,1.041525,0.975410,0.975410,0.964174,0.899963,0.899963,0.975390,0.940585,0.940585,0.940585,1.387011,1.387011,1.387011,0.767986,0.767986,0.767986,0.841642,0.810306,0.819795,0.805312,0.805312,0.796035,0.828626,0.828626,0.898074,1.018499,1.018499,1.018499,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,0.753745,0.778483,0.787599,0.805312,0.805312,0.796035,0.919586,0.919586,0.996659,1.030419,1.030419,1.030419,1.715119,1.715119,1.715119,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.907263,0.907263,0.979434,0.816053,0.816053,0.816053,0.913448,0.913448,0.913448,1.081709,1.081709,1.081709,0.737006,0.737006,0.737006,0.635178,0.611530,0.579557,0.696003,0.696003,0.696003,0.919586,0.919586,0.996659,0.923868,0.923868,0.923868,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,1.135719,1.135719,1.122636,0.562869,0.562869,0.610044,1.020047,1.020047,1.020047,1.387011,1.387011,1.387011,0.874015,0.874015,0.924924,1.232992,1.187086,1.127648,0.805312,0.805312,0.796035,0.603756,0.603756,0.654358,1.018499,1.018499,1.018499,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,1.348094,1.297903,1.232916
52,0.696003,0.696003,0.696003,0.919586,0.919586,0.996659,1.128946,1.128946,1.128946,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,0.696003,0.696003,0.696003,0.919586,0.919586,0.996659,1.051701,1.051701,1.051701,3.593776,3.593776,3.593776,1.893237,1.893237,1.893237,1.041525,1.041525,1.041525,0.975410,0.975410,0.964174,0.899963,0.899963,0.975390,0.940585,0.940585,0.940585,1.387011,1.387011,1.387011,0.767986,0.767986,0.767986,0.784557,0.810306,0.819795,0.805312,0.805312,0.796035,0.828626,0.828626,0.898074,1.018499,1.018499,1.018499,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,0.753745,0.725683,0.787599,0.805312,0.805312,0.796035,0.919586,0.919586,0.996659,1.159426,1.159426,1.159426,1.715119,1.715119,1.715119,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.907263,0.907263,0.896812,0.816053,0.816053,0.816053,0.913448,0.913448,0.913448,1.081709,1.081709,1.081709,0.728876,0.728876,0.728876,0.635178,0.611530,0.579557,0.696003,0.696003,0.696003,0.919586,0.919586,0.996659,0.923868,0.923868,0.923868,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,1.135719,1.135719,1.122636,0.562869,0.562869,0.610044,1.020047,1.020047,1.020047,1.387011,1.387011,1.387011,0.874015,0.874015,0.924924,1.176308,1.187086,1.127648,0.805312,0.805312,0.796035,0.603756,0.603756,0.654358,1.018499,1.018499,1.018499,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,1.348094,1.297903,1.232916
53,0.696003,0.696003,0.696003,0.919586,0.919586,0.996659,1.128946,1.128946,1.128946,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,0.696003,0.696003,0.696003,0.919586,0.919586,0.996659,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.041525,1.041525,1.041525,0.975410,0.975410,0.964174,0.899963,0.899963,0.975390,0.940585,0.940585,0.940585,1.387011,1.387011,1.387011,0.737922,0.737922,0.737922,0.784557,0.755347,0.819795,0.805312,0.805312,0.796035,0.828626,0.828626,0.898074,1.018499,1.018499,1.018499,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,0.753745,0.725683,0.787599,0.805312,0.805312,0.796035,0.919586,0.919586,0.996659,1.159426,1.159426,1.159426,1.715119,1.715119,1.715119,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.907263,0.907263,0.896812,0.816053,0.816053,0.816053,0.913448,0.913448,0.913448,1.081709,1.081709,1.081709,0.728876,0.728876,0.728876,0.635178,0.611530,0.579557,0.696003,0.696003,0.696003,0.919586,0.919586,0.996659,0.923868,0.923868,0.923868,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,1.135719,1.135719,1.122636,0.562869,0.562869,0.610044,1.020047,1.020047,1.020047,1.387011,1.387011,1.387011,0.874015,0.874015,0.924924,1.117490,1.132512,1.127648,0.805312,0.805312,0.796035,0.603756,0.603756,0.654358,1.018499,1.018499,1.018499,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,1.286119,1.297903,1.232916
54,0.696003,0.696003,0.696003,0.919586,0.919586,0.996659,1.128946,1.128946,1.128946,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,0.696003,0.696003,0.696003,0.919586,0.919586,0.996659,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.041525,1.041525,1.041525,0.975410,0.975410,0.964174,0.899963,0.899963,0.975390,0.940585,0.940585,0.940585,1.387011,1.387011,1.387011,0.737922,0.737922,0.737922,0.784557,0.755347,0.819795,0.805312,0.805312,0.796035,0.828626,0.828626,0.898074,1.146013,1.146013,1.146013,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,0.753745,0.725683,0.787599,0.805312,0.805312,0.796035,0.919586,0.919586,0.996659,1.159426,1.159426,1.159426,1.715119,1.715119,1.715119,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.907263,0.907263,0.896812,0.816053,0.816053,0.816053,0.913448,0.913448,0.913448,1.081709,1.081709,1.081709,0.728876,0.728876,0.728876,0.635178,0.611530,0.579557,0.696003,0.696003,0.696003,0.919586,0.919586,0.996659,1.039535,1.039535,1.039535,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.041525,1.041525,1.041525,1.344271,1.344271,1.122636,0.562869,0.562869,0.610044,1.020047,1.020047,1.020047,1.387011,1.387011,1.387011,0.874015,0.874015,0.924924,1.117490,1.075884,1.127648,0.805312,0.805312,0.796035,0.603756,0.603756,0.654358,1.146013,1.146013,1.146013,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,1.221810,1.238235,1.232916
55,0.696003,0.696003,0.696003,0.919586,0.919586,0.996659,1.128946,1.128946,1.128946,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.002280,1.002280,1.002280,0.696003,0.696003,0.696003,0.919586,0.919586,0.996659,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.002280,1.002280,1.002280,0.975410,0.975410,0.964174,0.899963,0.899963,0.975390,0.940585,0.940585,0.940585,1.387011,1.387011,1.387011,0.737922,0.737922,0.737922,0.784557,0.755347,0.819795,0.805312,0.805312,0.796035,0.828626,0.828626,0.898074,1.146013,1.146013,1.146013,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,0.716479,0.725683,0.734180,0.805312,0.805312,0.796035,0.919586,0.919586,0.996659,1.159426,1.159426,1.159426,1.715119,1.715119,1.715119,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.907263,0.907263,0.896812,0.816053,0.816053,0.816053,0.913448,0.913448,0.913448,1.081709,1.081709,1.081709,0.728876,0.728876,0.728876,0.607972,0.611530,0.579557,0.696003,0.696003,0.696003,0.919586,0.919586,0.996659,1.039535,1.039535,1.039535,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.002280,1.002280,1.002280,1.208824,1.208824,1.328786,0.562869,0.562869,0.610044,1.020047,1.020047,1.020047,1.387011,1.387011,1.387011,0.874015,0.874015,0.924924,1.117490,1.075884,1.075807,0.805312,0.805312,0.796035,0.603756,0.603756,0.654358,1.146013,1.146013,1.146013,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,1.221810,1.176321,1.232916
56,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.128946,1.128946,1.128946,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.002280,1.002280,1.002280,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.002280,1.002280,1.002280,0.975410,0.975410,0.964174,0.899963,0.899963,0.975390,0.940585,0.940585,0.940585,1.387011,1.387011,1.387011,0.658007,0.658007,0.739856,0.745767,0.755347,0.764193,0.805312,0.805312,0.796035,0.828626,0.828626,0.898074,1.146013,1.146013,1.146013,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,0.835085,0.689803,0.734180,0.805312,0.805312,0.796035,0.919586,0.919586,0.996659,1.159426,1.159426,1.159426,1.715119,1.715119,1.715119,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.907263,0.907263,0.896812,0.816053,0.816053,0.816053,0.887030,0.887030,0.887030,1.081709,1.081709,1.081709,0.728876,0.728876,0.728876,0.607972,0.585336,0.554733,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.039535,1.039535,1.039535,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.002280,1.002280,1.002280,1.103825,1.103825,1.194899,0.562869,0.562869,0.610044,1.020047,1.020047,1.020047,1.387011,1.387011,1.387011,0.874015,0.874015,0.924924,1.077410,1.075884,1.022014,0.805312,0.805312,0.796035,0.603756,0.603756,0.654358,1.146013,1.146013,1.146013,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,1.271870,1.176321,1.176236
57,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.128946,1.128946,1.128946,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.002280,1.002280,1.002280,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.002280,1.002280,1.002280,0.975410,0.975410,0.964174,0.899963,0.899963,0.975390,0.940585,0.940585,0.940585,1.387011,1.387011,1.387011,0.658007,0.658007,0.739856,0.869222,0.718002,0.764193,0.805312,0.805312,0.796035,0.828626,0.828626,0.898074,1.146013,1.146013,1.146013,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,0.835085,0.803994,0.734180,0.805312,0.805312,0.796035,0.919586,0.919586,0.996659,1.159426,1.159426,1.159426,1.715119,1.715119,1.715119,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.907263,0.907263,0.896812,0.794439,0.794439,0.794439,0.887030,0.887030,0.887030,1.081709,1.081709,1.081709,0.728876,0.728876,0.728876,0.607972,0.585336,0.554733,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.039535,1.039535,1.039535,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.002280,1.002280,1.002280,0.992753,0.992753,1.091110,0.562869,0.562869,0.610044,1.020047,1.020047,1.020047,1.387011,1.387011,1.387011,0.874015,0.874015,0.924924,1.077410,1.037297,1.022014,0.805312,0.805312,0.796035,0.603756,0.603756,0.654358,1.146013,1.146013,1.146013,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,1.239408,1.224517,1.117422
58,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.128946,1.128946,1.128946,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.002280,1.002280,1.002280,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.002280,1.002280,1.002280,0.975410,0.975410,0.964174,0.899963,0.899963,0.975390,0.940585,0.940585,0.940585,1.387011,1.387011,1.387011,0.658007,0.658007,0.739856,0.869222,0.836860,0.764193,0.805312,0.805312,0.796035,0.828626,0.828626,0.898074,1.146013,1.146013,1.146013,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,0.835085,0.803994,0.734180,0.805312,0.805312,0.796035,0.919586,0.919586,0.996659,1.159426,1.159426,1.159426,1.715119,1.715119,1.715119,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.907263,0.907263,0.896812,0.713965,0.713965,0.713965,0.887030,0.887030,0.887030,1.081709,1.081709,1.081709,0.728876,0.728876,0.728876,0.607972,0.585336,0.554733,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.039535,1.039535,1.039535,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.002280,1.002280,1.002280,0.992753,0.992753,0.981317,0.562869,0.562869,0.610044,0.951776,0.951776,0.951776,1.387011,1.387011,1.387011,0.874015,0.874015,0.924924,1.077410,1.037297,1.022014,0.805312,0.805312,0.796035,0.603756,0.603756,0.654358,1.146013,1.146013,1.146013,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,1.239408,1.193263,1.117422
59,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.128946,1.128946,1.128946,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.002280,1.002280,1.002280,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.002280,1.002280,1.002280,0.975410,0.975410,0.964174,0.876126,0.876126,0.975390,0.940585,0.940585,0.940585,1.387011,1.387011,1.387011,0.658007,0.658007,0.739856,0.869222,0.836860,0.764193,0.953192,0.953192,0.796035,0.828626,0.828626,0.898074,1.146013,1.146013,1.146013,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,0.835085,0.803994,0.697881,0.953192,0.953192,0.796035,0.919586,0.919586,0.996659,1.159426,1.159426,1.159426,1.715119,1.715119,1.715119,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.907263,0.907263,0.896812,0.671900,0.671900,0.671900,0.887030,0.887030,0.887030,1.081709,1.081709,1.081709,0.728876,0.728876,0.728876,0.589791,0.585336,0.554733,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.039535,1.039535,1.039535,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.002280,1.002280,1.002280,0.992753,0.992753,0.981317,0.562869,0.562869,0.610044,0.951776,0.951776,0.951776,1.387011,1.387011,1.387011,0.874015,0.874015,0.924924,1.077410,1.037297,0.985359,0.805312,0.805312,0.796035,0.529592,0.529592,0.654358,1.146013,1.146013,1.146013,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,1.239408,1.193263,1.163205
60,0.625202,0.625202,0.625202,0.711996,1.156576,0.996659,1.128946,1.128946,1.128946,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.002280,1.002280,1.002280,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.002280,1.002280,1.002280,1.154525,1.154525,0.964174,0.787378,0.787378,0.949556,0.940585,0.940585,0.940585,1.387011,1.387011,1.387011,0.658007,0.658007,0.739856,0.869222,0.836860,0.726410,0.953192,0.953192,0.942212,0.828626,0.828626,0.898074,1.146013,1.146013,1.146013,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,0.835085,0.803994,0.813409,0.953192,0.953192,0.942212,0.919586,0.919586,0.996659,1.159426,1.159426,1.159426,1.715119,1.715119,1.715119,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.907263,0.907263,0.896812,0.671900,0.671900,0.671900,0.887030,0.887030,0.887030,1.081709,1.081709,1.081709,0.728876,0.728876,0.728876,0.589791,0.567833,0.538145,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.039535,1.039535,1.039535,2.525515,2.525515,2.525515,2.205249,2.205249,2.205249,1.002280,1.002280,1.002280,0.992753,0.992753,0.981317,0.562869,0.562869,0.610044,0.951776,0.951776,0.951776,1.387011,1.387011,1.387011,0.874015,0.874015,0.924924,1.077410,1.037297,0.985359,0.805312,0.805312,0.796035,0.529592,0.529592,0.573978,1.146013,1.146013,1.146013,1.715119,1.715119,1.715119,1.132316,1.132316,1.273163,1.239408,1.193263,1.133516
