step,Base5_W0_asym_hard,Base5_W0_asym_soft,Base5_W0_baseline,Base5_W1_asym_hard,Base5_W1_asym_soft,Base5_W1_baseline,Base5_W2_asym_hard,Base5_W2_asym_soft,Base5_W2_baseline,Base5_W3_asym_hard,Base5_W3_asym_soft,Base5_W3_baseline,Base5_W4_asym_hard,Base5_W4_asym_soft,Base5_W4_baseline,Base5_W5_asym_hard,Base5_W5_asym_soft,Base5_W5_baseline,LargeCaps5_W0_asym_hard,LargeCaps5_W0_asym_soft,LargeCaps5_W0_baseline,LargeCaps5_W1_asym_hard,LargeCaps5_W1_asym_soft,LargeCaps5_W1_baseline,LargeCaps5_W2_asym_hard,LargeCaps5_W2_asym_soft,LargeCaps5_W2_baseline,LargeCaps5_W3_asym_hard,LargeCaps5_W3_asym_soft,LargeCaps5_W3_baseline,LargeCaps5_W4_asym_hard,LargeCaps5_W4_asym_soft,LargeCaps5_W4_baseline,LargeCaps5_W5_asym_hard,LargeCaps5_W5_asym_soft,LargeCaps5_W5_baseline,Legacy3_W0_asym_hard,Legacy3_W0_asym_soft,Legacy3_W0_baseline,Legacy3_W1_asym_hard,Legacy3_W1_asym_soft,Legacy3_W1_baseline,Legacy3_W2_asym_hard,Legacy3_W2_asym_soft,Legacy3_W2_baseline,Legacy3_W3_asym_hard,Legacy3_W3_asym_soft,Legacy3_W3_baseline,Legacy3_W4_asym_hard,Legacy3_W4_asym_soft,Legacy3_W4_baseline,Legacy3_W5_asym_hard,Legacy3_W5_asym_soft,Legacy3_W5_baseline,Legacy4_W0_asym_hard,Legacy4_W0_asym_soft,Legacy4_W0_baseline,Legacy4_W1_asym_hard,Legacy4_W1_asym_soft,Legacy4_W1_baseline,Legacy4_W2_asym_hard,Legacy4_W2_asym_soft,Legacy4_W2_baseline,Legacy4_W3_asym_hard,Legacy4_W3_asym_soft,Legacy4_W3_baseline,Legacy4_W4_asym_hard,Legacy4_W4_asym_soft,Legacy4_W4_baseline,Legacy4_W5_asym_hard,Legacy4_W5_asym_soft,Legacy4_W5_baseline,Legacy5BNB_W0_asym_hard,Legacy5BNB_W0_asym_soft,Legacy5BNB_W0_baseline,Legacy5BNB_W1_asym_hard,Legacy5BNB_W1_asym_soft,Legacy5BNB_W1_baseline,Legacy5BNB_W2_asym_hard,Legacy5BNB_W2_asym_soft,Legacy5BNB_W2_baseline,Legacy5BNB_W3_asym_hard,Legacy5BNB_W3_asym_soft,Legacy5BNB_W3_baseline,Legacy5BNB_W4_asym_hard,Legacy5BNB_W4_asym_soft,Legacy5BNB_W4_baseline,Legacy5BNB_W5_asym_hard,Legacy5BNB_W5_asym_soft,Legacy5BNB_W5_baseline,LowVolume5_W0_asym_hard,LowVolume5_W0_asym_soft,LowVolume5_W0_baseline,LowVolume5_W1_asym_hard,LowVolume5_W1_asym_soft,LowVolume5_W1_baseline,LowVolume5_W2_asym_hard,LowVolume5_W2_asym_soft,LowVolume5_W2_baseline,LowVolume5_W3_asym_hard,LowVolume5_W3_asym_soft,LowVolume5_W3_baseline,LowVolume5_W4_asym_hard,LowVolume5_W4_asym_soft,LowVolume5_W4_baseline,LowVolume5_W5_asym_hard,LowVolume5_W5_asym_soft,LowVolume5_W5_baseline,NoDOGE_W0_asym_hard,NoDOGE_W0_asym_soft,NoDOGE_W0_baseline,NoDOGE_W1_asym_hard,NoDOGE_W1_asym_soft,NoDOGE_W1_baseline,NoDOGE_W2_asym_hard,NoDOGE_W2_asym_soft,NoDOGE_W2_baseline,NoDOGE_W3_asym_hard,NoDOGE_W3_asym_soft,NoDOGE_W3_baseline,NoDOGE_W4_asym_hard,NoDOGE_W4_asym_soft,NoDOGE_W4_baseline,NoDOGE_W5_asym_hard,NoDOGE_W5_asym_soft,NoDOGE_W5_baseline,OldGuard4_W0_asym_hard,OldGuard4_W0_asym_soft,OldGuard4_W0_baseline,OldGuard4_W1_asym_hard,OldGuard4_W1_asym_soft,OldGuard4_W1_baseline,OldGuard4_W2_asym_hard,OldGuard4_W2_asym_soft,OldGuard4_W2_baseline,OldGuard4_W3_asym_hard,OldGuard4_W3_asym_soft,OldGuard4_W3_baseline,OldGuard4_W4_asym_hard,OldGuard4_W4_asym_soft,OldGuard4_W4_baseline,OldGuard4_W5_asym_hard,OldGuard4_W5_asym_soft,OldGuard4_W5_baseline,OldGuardNoBNB_W0_asym_hard,OldGuardNoBNB_W0_asym_soft,OldGuardNoBNB_W0_baseline,OldGuardNoBNB_W1_asym_hard,OldGuardNoBNB_W1_asym_soft,OldGuardNoBNB_W1_baseline,OldGuardNoBNB_W2_asym_hard,OldGuardNoBNB_W2_asym_soft,OldGuardNoBNB_W2_baseline,OldGuardNoBNB_W3_asym_hard,OldGuardNoBNB_W3_asym_soft,OldGuardNoBNB_W3_baseline,OldGuardNoBNB_W4_asym_hard,OldGuardNoBNB_W4_asym_soft,OldGuardNoBNB_W4_baseline,OldGuardNoBNB_W5_asym_hard,OldGuardNoBNB_W5_asym_soft,OldGuardNoBNB_W5_baseline
107,4.404296,4.404296,4.404296,1.046647,2.191683,2.822917,1.459653,1.459653,1.459653,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,4.404296,4.404296,4.404296,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,4.377501,4.377501,4.377501,2.099721,2.099721,2.099721,1.196037,1.196037,1.196037,2.487795,2.487795,1.991518,1.055948,1.055948,1.051856,1.608396,1.608396,1.608396,1.009983,1.009983,1.009983,0.664673,0.664673,0.735702,0.634115,0.610506,0.617655,1.634164,1.634164,1.363923,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,0.703491,0.677299,0.685231,1.184595,1.184595,1.170949,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.813392,0.813392,0.813392,,,,1.031434,1.031434,0.947984,,,,,,,0.742289,0.742289,0.821613,0.484147,0.466121,0.441751,4.404296,4.404296,4.404296,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,,,,0.622002,0.622002,0.674133,1.666533,1.666533,1.666533,1.009983,1.009983,1.009983,0.882868,0.882868,0.919731,0.790820,0.761377,0.789969,0.913588,0.913588,0.903064,0.445996,0.445996,0.483376,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,1.090556,1.049953,0.997381
108,4.404296,4.404296,4.404296,1.046647,2.191683,2.822917,1.459653,1.459653,1.459653,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,4.404296,4.404296,4.404296,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,4.377501,4.377501,4.377501,2.099721,2.099721,2.099721,1.196037,1.196037,1.196037,2.487795,2.487795,1.933819,1.055948,1.055948,1.051856,1.359516,1.359516,1.359516,1.009983,1.009983,1.009983,0.664673,0.664673,0.735702,0.634115,0.610506,0.617655,1.634164,1.634164,1.363923,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,0.703491,0.677299,0.685231,1.184595,1.184595,1.170949,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.813392,0.813392,0.813392,,,,1.031434,1.031434,0.947984,,,,,,,0.742289,0.742289,0.821613,0.484147,0.466121,0.441751,4.404296,4.404296,4.404296,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,,,,0.622002,0.622002,0.674133,1.666533,1.666533,1.666533,1.009983,1.009983,1.009983,0.882868,0.882868,0.919731,0.790820,0.761377,0.723254,0.913588,0.913588,0.903064,0.445996,0.445996,0.483376,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,1.090556,1.049953,0.997381
109,4.404296,4.404296,4.404296,1.046647,2.191683,2.822917,1.459653,1.459653,1.459653,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,4.404296,4.404296,4.404296,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,4.377501,4.377501,4.377501,2.099721,2.099721,2.099721,1.196037,1.196037,1.196037,2.487795,2.487795,1.933819,1.055948,1.055948,1.051856,1.359516,1.359516,1.359516,1.009983,1.009983,1.009983,0.664673,0.664673,0.735702,0.634115,0.610506,0.617655,1.634164,1.634164,1.386613,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.266015,0.675551,0.677299,0.685231,1.138994,1.138994,1.170949,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.813392,0.813392,0.813392,,,,1.031434,1.031434,0.947984,,,,,,,0.742289,0.742289,0.821613,0.484147,0.466121,0.441751,4.404296,4.404296,4.404296,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,,,,0.622002,0.622002,0.674133,1.666533,1.666533,1.666533,1.009983,1.009983,1.009983,0.844013,0.844013,0.919731,0.865065,0.761377,0.723254,0.913588,0.913588,0.903064,0.445996,0.445996,0.483376,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.266015,1.090556,1.049953,0.997381
110,4.404296,4.404296,4.404296,1.046647,2.191683,2.822917,1.459653,1.459653,1.459653,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,4.404296,4.404296,4.404296,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,4.377501,4.377501,4.377501,2.099721,2.099721,2.099721,1.196037,1.196037,1.196037,2.487795,2.487795,1.933819,1.055948,1.055948,1.051856,1.359516,1.359516,1.359516,1.009983,1.009983,1.009983,0.664673,0.664673,0.735702,0.634115,0.610506,0.617655,1.634164,1.634164,1.386613,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.266015,0.675551,0.650400,0.685231,1.299825,1.299825,1.125874,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.813392,0.813392,0.813392,,,,1.031434,1.031434,0.947984,,,,,,,0.742289,0.742289,0.821613,0.443259,0.466121,0.441751,4.404296,4.404296,4.404296,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,,,,0.622002,0.622002,0.674133,1.666533,1.666533,1.666533,1.009983,1.009983,1.009983,0.844013,0.844013,0.919731,0.825871,0.832858,0.723254,0.913588,0.913588,0.903064,0.445996,0.445996,0.483376,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.266015,1.090556,1.049953,0.997381
111,4.404296,4.404296,4.404296,1.046647,2.191683,2.504314,1.459653,1.459653,1.459653,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,4.404296,4.404296,4.404296,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,4.377501,4.377501,4.377501,2.099721,2.099721,2.099721,1.196037,1.196037,1.196037,2.487795,2.487795,1.933819,1.055948,1.055948,1.051856,1.359516,1.359516,1.359516,1.009983,1.009983,1.009983,0.664673,0.664673,0.735702,0.634115,0.610506,0.617655,1.896700,1.896700,1.576384,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.210298,0.675551,0.650400,0.685231,1.299825,1.299825,1.284852,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.745304,0.745304,0.745304,,,,1.031434,1.031434,0.947984,,,,,,,0.742289,0.742289,0.821613,0.443259,0.426756,0.404444,4.404296,4.404296,4.404296,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,,,,0.622002,0.622002,0.674133,1.666533,1.666533,1.666533,1.009983,1.009983,1.009983,0.844013,0.844013,0.919731,0.783460,0.795123,0.723254,0.913588,0.913588,0.903064,0.445996,0.445996,0.483376,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.210298,1.090556,1.049953,0.997381
112,4.404296,4.404296,4.404296,1.046647,2.191683,2.504314,1.459653,1.459653,1.459653,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,4.404296,4.404296,4.404296,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,4.377501,4.377501,4.377501,2.099721,2.099721,2.099721,1.196037,1.196037,1.196037,2.887471,2.887471,1.933819,1.055948,1.055948,1.051856,1.359516,1.359516,1.359516,1.009983,1.009983,1.009983,0.664673,0.664673,0.735702,0.634115,0.610506,0.617655,,,1.847152,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.210298,0.675551,0.650400,0.685231,1.299825,1.299825,1.284852,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.745304,0.745304,0.745304,,,,1.031434,1.031434,0.947984,,,,,,,0.742289,0.742289,0.821613,0.443259,0.426756,0.404444,4.404296,4.404296,4.404296,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,,,,0.622002,0.622002,0.674133,1.666533,1.666533,1.666533,1.009983,1.009983,1.009983,0.844013,0.844013,0.919731,0.783460,0.754291,0.791156,0.913588,0.913588,0.903064,0.445996,0.445996,0.483376,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.210298,1.192942,1.049953,0.997381
113,4.404296,4.404296,4.404296,1.046647,2.191683,2.504314,1.459653,1.459653,1.459653,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,4.404296,4.404296,4.404296,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,4.377501,4.377501,4.377501,2.099721,2.099721,2.099721,1.196037,1.196037,1.196037,,,1.933819,1.184396,1.184396,1.051856,1.359516,1.359516,1.359516,1.009983,1.009983,1.009983,0.664673,0.664673,0.735702,0.608930,0.610506,0.617655,,,,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.210298,0.675551,0.650400,0.658016,1.299825,1.299825,1.284852,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.745304,0.745304,0.745304,,,,1.031434,1.031434,0.947984,,,,,,,0.742289,0.742289,0.821613,0.443259,0.426756,0.404444,4.404296,4.404296,4.404296,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,,,,0.622002,0.622002,0.674133,1.579130,1.579130,1.579130,1.009983,1.009983,1.009983,0.844013,0.844013,0.919731,0.783460,0.754291,0.755311,0.913588,0.913588,0.903064,0.390897,0.390897,0.483376,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.210298,1.192942,1.148527,0.997381
114,6.200239,6.200239,6.200239,1.046647,2.191683,2.504314,1.459653,1.459653,1.459653,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,6.200239,6.200239,6.200239,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,4.377501,4.377501,4.377501,2.099721,2.099721,2.099721,1.196037,1.196037,1.196037,,,1.933819,1.184396,1.184396,1.051856,1.359516,1.359516,1.359516,1.009983,1.009983,1.009983,0.664673,0.664673,0.735702,0.608930,0.586259,0.617655,,,,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.210298,0.675551,0.650400,0.658016,1.299825,1.299825,1.284852,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.745304,0.745304,0.745304,,,,1.031434,1.031434,0.947984,,,,,,,0.742289,0.742289,0.821613,0.484874,0.426756,0.404444,6.200239,6.200239,6.200239,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,,,,0.545159,0.545159,0.674133,1.579130,1.579130,1.579130,1.009983,1.009983,1.009983,0.844013,0.844013,0.879254,0.783460,0.754291,0.716523,0.913588,0.913588,0.903064,0.390897,0.390897,0.423659,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.210298,1.192942,1.148527,0.997381
115,,,,1.046647,2.191683,2.504314,1.459653,1.459653,1.459653,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,,,,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,4.377501,4.377501,4.377501,2.099721,2.099721,2.099721,1.196037,1.196037,1.196037,,,1.933819,1.184396,1.184396,1.051856,1.359516,1.359516,1.359516,1.009983,1.009983,1.009983,0.664673,0.664673,0.735702,0.608930,0.586259,0.617655,,,,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.210298,0.675551,0.650400,0.658016,1.299825,1.299825,1.284852,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.745304,0.745304,0.745304,,,,1.031434,1.031434,0.947984,,,,,,,0.742289,0.742289,0.821613,0.601120,0.466822,0.442415,,,,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,,,,0.578433,0.578433,0.590850,1.334779,1.334779,1.334779,1.009983,1.009983,1.009983,0.844013,0.844013,0.879254,0.783460,0.754291,0.716523,0.913588,0.913588,0.903064,0.382456,0.382456,0.423659,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.210298,1.192942,1.148527,1.091020
116,,,,1.046647,2.191683,2.504314,1.459653,1.459653,1.459653,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,,,,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,4.377501,4.377501,4.377501,2.099721,2.099721,2.099721,1.196037,1.196037,1.196037,,,1.933819,1.151399,1.151399,1.179806,1.359516,1.359516,1.359516,1.009983,1.009983,1.009983,0.664673,0.664673,0.735702,0.608930,0.586259,0.617655,,,,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.210298,0.675551,0.650400,0.658016,1.299825,1.299825,1.284852,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.745304,0.745304,0.745304,,,,0.948885,0.948885,0.947984,,,,,,,0.742289,0.742289,0.821613,0.572853,0.578740,0.548482,,,,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,2.445762,2.445762,2.445762,1.196037,1.196037,1.196037,,,,0.578433,0.578433,0.593910,1.334779,1.334779,1.334779,1.009983,1.009983,1.009983,0.844013,0.844013,0.879254,0.783460,0.754291,0.716523,0.913588,0.913588,0.903064,0.418499,0.418499,0.414510,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.210298,1.161501,1.148527,1.091020
117,,,,1.046647,2.191683,2.504314,1.459653,1.459653,1.459653,,,,2.445762,2.445762,2.445762,1.148536,1.148536,1.148536,,,,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,,,,2.099721,2.099721,2.099721,1.148536,1.148536,1.148536,,,1.933819,1.151399,1.151399,1.179806,1.359516,1.359516,1.359516,1.009983,1.009983,1.009983,0.664673,0.664673,0.735702,0.608930,0.586259,0.593124,,,,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.210298,0.675551,0.650400,0.658016,1.299825,1.299825,1.284852,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.745304,0.745304,0.745304,,,,0.948885,0.948885,0.947984,,,,,,,0.742289,0.742289,0.821613,0.572853,0.551525,0.522690,,,,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,2.445762,2.445762,2.445762,1.148536,1.148536,1.148536,,,,0.578433,0.578433,0.577364,1.334779,1.334779,1.334779,1.009983,1.009983,1.009983,0.844013,0.844013,0.879254,0.783460,0.754291,0.716523,0.913588,0.913588,0.903064,0.418499,0.418499,0.453574,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.093448,1.093448,1.210298,1.161501,1.118256,1.091020
118,,,,1.046647,2.191683,2.504314,1.459653,1.459653,1.459653,,,,2.445762,2.445762,2.445762,1.066663,1.066663,1.066663,,,,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,,,,2.099721,2.099721,2.099721,1.148536,1.148536,1.148536,,,2.244496,1.151399,1.151399,1.179806,1.359516,1.359516,1.359516,1.009983,1.009983,1.009983,0.635421,0.635421,0.735702,0.608930,0.586259,0.593124,,,,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,2.014987,2.014987,2.014987,1.093448,1.093448,1.210298,0.675551,0.650400,0.658016,1.299825,1.299825,1.284852,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.745304,0.745304,0.745304,,,,0.896630,0.896630,0.872114,,,,,,,0.742289,0.742289,0.821613,0.594886,0.551525,0.522690,,,,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,2.445762,2.445762,2.445762,1.148536,1.148536,1.148536,,,,0.578433,0.578433,0.577364,1.334779,1.334779,1.334779,1.009983,1.009983,1.009983,0.844013,0.844013,0.879254,0.783460,0.754291,0.716523,0.913588,0.913588,0.903064,0.418499,0.418499,0.453574,2.177748,2.177748,2.177748,2.014987,2.014987,2.014987,1.093448,1.093448,1.210298,1.161501,1.118256,1.091020
119,,,,1.173964,2.191683,2.504314,1.459653,1.459653,1.459653,,,,2.445762,2.445762,2.445762,1.023032,1.023032,1.023032,,,,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,,,,2.099721,2.099721,2.099721,1.148536,1.148536,1.148536,,,,1.151399,1.151399,1.146937,1.359516,1.359516,1.359516,1.009983,1.009983,1.009983,0.635421,0.635421,0.735702,0.608930,0.586259,0.593124,,,,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,,,,1.093448,1.093448,1.210298,0.675551,0.650400,0.658016,1.299825,1.299825,1.284852,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.745304,0.745304,0.745304,,,,0.896630,0.896630,0.872114,,,,,,,0.742289,0.742289,0.821613,0.594886,0.572737,0.542793,,,,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,2.445762,2.445762,2.445762,1.148536,1.148536,1.148536,,,,0.578433,0.578433,0.577364,1.334779,1.334779,1.334779,1.009983,1.009983,1.009983,0.844013,0.844013,0.879254,0.783460,0.754291,0.716523,0.913588,0.913588,0.903064,0.439821,0.439821,0.453574,2.177748,2.177748,2.177748,,,,1.093448,1.093448,1.210298,1.161501,1.118256,1.062265
120,,,,1.173964,2.191683,2.504314,1.670312,1.670312,1.670312,,,,2.399376,2.399376,2.399376,1.023032,1.023032,1.023032,,,,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,,,,2.099721,2.099721,2.099721,1.148536,1.148536,1.148536,,,,1.151399,1.151399,1.146937,1.359516,1.359516,1.359516,1.009983,1.009983,1.009983,0.635421,0.635421,0.703324,0.608930,0.586259,0.593124,,,,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,,,,1.093448,1.093448,1.210298,0.738975,0.650400,0.658016,1.829856,1.829856,1.284852,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.745304,0.745304,0.745304,,,,0.896630,0.896630,0.824087,,,,,,,0.713148,0.713148,0.821613,0.594886,0.572737,0.542793,,,,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,2.399376,2.399376,2.399376,1.148536,1.148536,1.148536,,,,0.578433,0.578433,0.577364,1.334779,1.334779,1.334779,1.009983,1.009983,1.009983,0.844013,0.844013,0.879254,0.783460,0.754291,0.716523,0.913588,0.913588,0.903064,0.426125,0.426125,0.476684,2.177748,2.177748,2.177748,,,,1.093448,1.093448,1.210298,1.161501,1.118256,1.062265
121,,,,1.173964,2.191683,2.504314,1.984736,1.984736,1.984736,,,,,,,1.007353,1.007353,1.007353,,,,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,,,,2.099721,2.099721,2.099721,1.148536,1.148536,1.148536,,,,1.210064,1.210064,1.146937,1.359516,1.359516,1.359516,1.009983,1.009983,1.009983,0.635421,0.635421,0.703324,0.608930,0.586259,0.593124,,,,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,,,,1.093448,1.093448,1.210298,0.738975,0.711462,0.658016,,,1.808777,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.745304,0.745304,0.745304,,,,0.896630,0.896630,0.824087,,,,,,,0.713148,0.713148,0.821613,0.581584,0.572737,0.542793,,,,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,,,,1.148536,1.148536,1.148536,,,,0.607904,0.607904,0.577364,1.334779,1.334779,1.334779,1.009983,1.009983,1.009983,0.844013,0.844013,0.879254,0.783460,0.754291,0.716523,1.286122,1.286122,0.903064,0.426125,0.426125,0.461839,2.177748,2.177748,2.177748,,,,1.093448,1.093448,1.210298,1.161501,1.118256,1.062265
122,,,,1.173964,2.191683,2.504314,1.487580,1.487580,1.487580,,,,,,,0.926699,0.926699,0.926699,,,,0.710978,0.769184,0.846018,3.094146,3.094146,3.094146,,,,2.099721,2.099721,2.099721,1.148536,1.148536,1.148536,,,,1.172381,1.172381,1.146937,1.359516,1.359516,1.359516,1.009983,1.009983,1.009983,0.635421,0.635421,0.703324,0.608930,0.586259,0.593124,,,,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,,,,1.093448,1.093448,1.210298,0.738975,0.711462,0.658016,,,,0.953936,0.926107,1.001661,2.153934,2.153934,2.153934,3.108644,3.108644,3.108644,1.338501,1.338501,1.338501,0.745304,0.745304,0.745304,,,,0.896630,0.896630,0.824087,,,,,,,0.713148,0.713148,0.789358,,0.559931,0.522702,,,,0.710978,0.769184,0.846018,3.058353,3.058353,3.058353,,,,,,,1.148536,1.148536,1.148536,,,,0.588973,0.588973,0.606781,1.334779,1.334779,1.334779,1.009983,1.009983,1.009983,0.844013,0.844013,0.879254,0.783460,0.754291,0.716523,,,1.271307,0.426125,0.426125,0.461839,2.177748,2.177748,2.177748,,,,1.093448,1.093448,1.210298,1.161501,1.118256,1.062265
