em,universe,window,bar_idx,equity
1.79,LargeCaps5,3,150,0.57993840
1.79,LargeCaps5,3,160,0.57993840
1.79,LargeCaps5,4,0,1.00000000
1.79,LargeCaps5,4,10,1.00000000
1.79,LargeCaps5,4,20,1.00000000
1.79,LargeCaps5,4,30,1.00000000
1.79,LargeCaps5,4,40,1.00000000
1.79,LargeCaps5,4,50,0.83851867
1.79,LargeCaps5,4,60,0.83851867
1.79,LargeCaps5,4,70,0.83851867
1.79,LargeCaps5,4,80,0.83851867
1.79,LargeCaps5,4,90,0.83851867
1.79,LargeCaps5,4,100,0.83851867
1.79,LargeCaps5,4,110,0.83851867
1.79,LargeCaps5,4,120,0.83851867
1.79,LargeCaps5,4,130,0.83851867
1.79,LargeCaps5,4,140,0.83851867
1.79,LargeCaps5,4,150,0.83851867
1.79,LargeCaps5,4,160,0.83851867
1.79,LargeCaps5,4,170,0.83851867
1.79,LargeCaps5,4,180,0.83851867
1.79,LargeCaps5,4,190,0.83851867
1.79,LargeCaps5,4,200,0.83851867
1.79,LargeCaps5,4,210,0.83851867
1.79,LargeCaps5,4,220,0.83851867
1.79,LargeCaps5,4,230,0.83851867
1.79,LargeCaps5,4,240,0.83851867
1.79,LargeCaps5,5,0,1.00000000
1.79,LargeCaps5,5,10,1.00000000
1.79,LargeCaps5,5,20,1.00000000
1.79,LargeCaps5,5,30,1.00000000
1.79,LargeCaps5,5,40,1.00000000
1.79,LargeCaps5,5,50,1.00000000
1.79,LargeCaps5,5,60,1.00000000
1.79,LargeCaps5,5,70,1.00000000
1.79,LargeCaps5,5,80,1.00000000
1.79,LargeCaps5,5,90,1.00000000
1.79,LargeCaps5,5,100,1.00000000
1.79,LargeCaps5,5,110,1.06140262
1.79,LargeCaps5,5,120,1.06140262
1.79,LargeCaps5,5,130,1.06140262
1.79,LargeCaps5,5,140,1.06140262
1.79,LargeCaps5,5,150,1.06140262
1.79,LargeCaps5,5,160,1.06140262
1.79,LargeCaps5,5,170,1.06140262
1.79,LargeCaps5,5,180,1.06140262
1.79,LargeCaps5,5,190,1.06140262
1.79,LargeCaps5,5,200,1.14019308
1.79,LargeCaps5,5,210,1.14019308
1.79,LargeCaps5,5,220,1.14019308
1.79,Legacy3,0,0,1.00000000
1.79,Legacy3,0,10,1.00000000
1.79,Legacy3,0,20,0.99968358
1.79,Legacy3,0,30,0.99968358
1.79,Legacy3,0,40,1.29795068
1.79,Legacy3,0,50,1.29795068
1.79,Legacy3,0,60,1.19704010
1.79,Legacy3,0,70,1.19704010
1.79,Legacy3,0,80,0.93312607
1.79,Legacy3,0,90,0.93312607
1.79,Legacy3,0,100,0.93312607
1.79,Legacy3,0,110,0.96533496
1.79,Legacy3,0,120,0.96533496
1.79,Legacy3,0,130,0.96533496
1.79,Legacy3,0,140,1.08656422
1.79,Legacy3,0,150,1.08656422
1.79,Legacy3,0,160,1.08656422
1.79,Legacy3,1,0,1.00000000
1.79,Legacy3,1,10,1.00000000
1.79,Legacy3,1,20,1.00000000
1.79,Legacy3,1,30,1.00000000
1.79,Legacy3,1,40,1.00000000
1.79,Legacy3,1,50,1.00000000
1.79,Legacy3,1,60,1.00000000
1.79,Legacy3,1,70,1.00000000
1.79,Legacy3,1,80,1.00000000
1.79,Legacy3,1,90,1.00000000
1.79,Legacy3,1,100,0.96946844
1.79,Legacy3,1,110,0.96946844
1.79,Legacy3,1,120,0.96946844
1.79,Legacy3,1,130,0.96946844
1.79,Legacy3,1,140,0.96946844
1.79,Legacy3,1,150,0.96946844
1.79,Legacy3,1,160,0.84397102
1.79,Legacy3,1,170,0.79900112
1.79,Legacy3,1,180,0.79900112
1.79,Legacy3,1,190,0.79900112
1.79,Legacy3,1,200,0.79900112
1.79,Legacy3,2,0,1.00000000
1.79,Legacy3,2,10,1.00000000
1.79,Legacy3,2,20,1.00000000
1.79,Legacy3,2,30,1.00000000
1.79,Legacy3,2,40,1.00000000
1.79,Legacy3,2,50,0.95063220
1.79,Legacy3,2,60,0.95063220
1.79,Legacy3,2,70,0.95063220
1.79,Legacy3,2,80,0.95063220
1.79,Legacy3,2,90,0.95063220
1.79,Legacy3,2,100,0.95063220
1.79,Legacy3,2,110,0.95063220
1.79,Legacy3,2,120,1.00680158
1.79,Legacy3,2,130,1.00680158
1.79,Legacy3,2,140,1.92400390
1.79,Legacy3,2,150,1.92400390
1.79,Legacy3,2,160,1.92400390
1.79,Legacy3,2,170,1.92400390
1.79,Legacy3,2,180,2.11105632
1.79,Legacy3,3,0,1.00000000
1.79,Legacy3,3,10,1.00000000
1.79,Legacy3,3,20,1.00000000
1.79,Legacy3,3,30,1.00000000
1.79,Legacy3,3,40,1.56440278
1.79,Legacy3,3,50,1.27224483
1.79,Legacy3,3,60,1.57494256
1.79,Legacy3,3,70,1.57494256
1.79,Legacy3,3,80,1.57494256
1.79,Legacy3,3,90,1.57494256
1.79,Legacy3,3,100,1.57494256
1.79,Legacy3,3,110,1.57494256
1.79,Legacy3,3,120,1.57494256
1.79,Legacy3,3,130,2.05538621
1.79,Legacy3,3,140,2.05538621
1.79,Legacy3,3,150,2.05538621
1.79,Legacy3,3,160,2.05538621
1.79,Legacy3,3,170,2.05538621
1.79,Legacy3,4,0,1.00000000
1.79,Legacy3,4,10,1.00000000
1.79,Legacy3,4,20,1.00000000
1.79,Legacy3,4,30,1.00000000
1.79,Legacy3,4,40,1.00000000
1.79,Legacy3,4,50,0.81775481
1.79,Legacy3,4,60,0.81775481
1.79,Legacy3,4,70,0.81775481
1.79,Legacy3,4,80,0.81775481
1.79,Legacy3,4,90,0.81775481
1.79,Legacy3,4,100,0.81775481
1.79,Legacy3,4,110,0.71662788
1.79,Legacy3,4,120,0.71662788
1.79,Legacy3,4,130,0.71662788
1.79,Legacy3,4,140,0.71662788
1.79,Legacy3,4,150,0.71662788
1.79,Legacy3,4,160,0.71662788
1.79,Legacy3,4,170,0.71662788
1.79,Legacy3,4,180,0.71662788
1.79,Legacy3,4,190,0.71662788
1.79,Legacy3,4,200,0.71662788
1.79,Legacy3,4,210,0.71662788
1.79,Legacy3,4,220,0.71662788
1.79,Legacy3,4,230,0.71662788
1.79,Legacy3,5,0,1.00000000
1.79,Legacy3,5,10,1.00000000
1.79,Legacy3,5,20,1.00000000
1.79,Legacy3,5,30,1.00000000
1.79,Legacy3,5,40,0.81328253
1.79,Legacy3,5,50,0.81328253
1.79,Legacy3,5,60,0.81328253
1.79,Legacy3,5,70,0.81328253
1.79,Legacy3,5,80,0.81328253
1.79,Legacy3,5,90,0.75022051
1.79,Legacy3,5,100,0.75022051
1.79,Legacy3,5,110,0.75022051
1.79,Legacy3,5,120,0.75022051
1.79,Legacy3,5,130,0.75022051
1.79,Legacy3,5,140,0.75022051
1.79,Legacy3,5,150,0.75022051
1.79,Legacy3,5,160,0.75022051
1.79,Legacy3,5,170,0.75022051
1.79,Legacy3,5,180,0.75022051
1.79,Legacy3,5,190,0.75022051
1.79,Legacy3,5,200,0.75022051
1.79,Legacy3,5,210,0.62380928
1.79,Legacy3,5,220,0.62380928
1.79,LowVolume5,0,0,1.00000000
1.79,LowVolume5,0,10,1.00000000
1.79,LowVolume5,0,20,0.99968358
1.79,LowVolume5,0,30,0.99968358
1.79,LowVolume5,0,40,1.29795068
1.79,LowVolume5,0,50,1.29795068
1.79,LowVolume5,0,60,1.19704010
1.79,LowVolume5,0,70,0.84407230
1.79,LowVolume5,0,80,0.84407230
1.79,LowVolume5,0,90,0.97584091
1.79,LowVolume5,0,100,0.88912750
1.79,LowVolume5,0,110,0.68628988
1.79,LowVolume5,0,120,0.68628988
1.79,LowVolume5,0,130,0.68628988
1.79,LowVolume5,0,140,0.68628988
1.79,LowVolume5,0,150,0.55944123
1.79,LowVolume5,1,0,1.00000000
1.79,LowVolume5,1,10,0.69813236
1.79,LowVolume5,1,20,0.51381166
1.79,LowVolume5,1,30,0.51381166
1.79,LowVolume5,1,40,0.51381166
1.79,LowVolume5,1,50,0.51381166
1.79,LowVolume5,1,60,0.51381166
1.79,LowVolume5,1,70,0.51381166
1.79,LowVolume5,1,80,0.49812419
1.79,LowVolume5,1,90,0.49812419
1.79,LowVolume5,1,100,0.49812419
1.79,LowVolume5,1,110,0.49812419
1.79,LowVolume5,1,120,0.49812419
1.79,LowVolume5,1,130,0.49812419
1.79,LowVolume5,1,140,0.43364215
1.79,LowVolume5,1,150,0.43364215
1.79,LowVolume5,1,160,0.39546917
1.79,LowVolume5,1,170,0.39546917
1.79,LowVolume5,1,180,0.39546917
1.79,LowVolume5,2,0,1.00000000
1.79,LowVolume5,2,10,1.00000000
1.79,LowVolume5,2,20,1.28575823
1.79,LowVolume5,2,30,1.21781344
1.79,LowVolume5,2,40,1.21853808
1.79,LowVolume5,2,50,1.21853808
1.79,LowVolume5,2,60,1.22113486
1.79,LowVolume5,2,70,1.22113486
1.79,LowVolume5,2,80,1.22113486
1.79,LowVolume5,2,90,1.22113486
1.79,LowVolume5,2,100,1.30547750
1.79,LowVolume5,2,110,1.30547750
1.79,LowVolume5,2,120,2.76550735
1.79,LowVolume5,2,130,2.76550735
1.79,LowVolume5,2,140,2.76550735
1.79,LowVolume5,3,0,1.00000000
1.79,LowVolume5,3,10,1.00000000
1.79,LowVolume5,3,20,2.32362844
1.79,LowVolume5,3,30,2.32362844
1.79,LowVolume5,3,40,3.57223875
1.79,LowVolume5,3,50,3.57223875
1.79,LowVolume5,3,60,3.57223875
1.79,LowVolume5,3,70,3.57223875
1.79,LowVolume5,3,80,3.57223875
1.79,LowVolume5,3,90,3.57223875
1.79,LowVolume5,3,100,3.57223875
1.79,LowVolume5,3,110,3.57223875
1.79,LowVolume5,3,120,3.57223875
1.79,LowVolume5,3,130,3.57223875
1.79,LowVolume5,3,140,8.09926475
1.79,LowVolume5,3,150,8.09926475
1.79,LowVolume5,3,160,8.09926475
1.79,LowVolume5,3,170,8.09926475
1.79,LowVolume5,4,0,1.00000000
1.79,LowVolume5,4,10,1.00000000
1.79,LowVolume5,4,20,1.00000000
1.79,LowVolume5,4,30,1.00000000
1.79,LowVolume5,4,40,1.00000000
1.79,LowVolume5,4,50,1.00000000
1.79,LowVolume5,4,60,0.90039448
1.79,LowVolume5,4,70,0.90039448
1.79,LowVolume5,4,80,0.90039448
1.79,LowVolume5,4,90,0.90039448
1.79,LowVolume5,4,100,0.61972016
1.79,LowVolume5,4,110,0.61972016
1.79,LowVolume5,4,120,0.61972016
1.79,LowVolume5,4,130,0.61972016
1.79,LowVolume5,4,140,0.61972016
1.79,LowVolume5,4,150,0.61972016
1.79,LowVolume5,4,160,0.65495695
1.79,LowVolume5,4,170,0.65495695
1.79,LowVolume5,4,180,0.65495695
1.79,LowVolume5,4,190,0.65495695
1.79,LowVolume5,4,200,0.65495695
1.79,LowVolume5,4,210,0.65495695
1.79,LowVolume5,5,0,1.00000000
1.79,LowVolume5,5,10,1.00000000
1.79,LowVolume5,5,20,1.00000000
1.79,LowVolume5,5,30,1.00000000
1.79,LowVolume5,5,40,0.67630179
1.79,LowVolume5,5,50,0.67630179
1.79,LowVolume5,5,60,0.67630179
1.79,LowVolume5,5,70,0.67630179
1.79,LowVolume5,5,80,0.62386128
1.79,LowVolume5,5,90,0.62386128
1.79,LowVolume5,5,100,0.62386128
1.79,LowVolume5,5,110,0.62386128
1.79,LowVolume5,5,120,0.62386128
1.79,LowVolume5,5,130,0.62386128
1.79,LowVolume5,5,140,0.62386128
1.79,LowVolume5,5,150,0.62386128
1.79,LowVolume5,5,160,0.62386128
1.79,LowVolume5,5,170,0.62386128
1.79,LowVolume5,5,180,0.62386128
1.79,LowVolume5,5,190,0.62386128
1.79,LowVolume5,5,200,0.51874142
1.79,LowVolume5,5,210,0.51874142
1.79,OldGuard4,0,0,1.00000000
1.79,OldGuard4,0,10,1.00000000
1.79,OldGuard4,0,20,0.99968358
1.79,OldGuard4,0,30,0.99968358
1.79,OldGuard4,0,40,1.29795068
1.79,OldGuard4,0,50,1.29795068
1.79,OldGuard4,0,60,1.29795068
1.79,OldGuard4,0,70,1.29795068
1.79,OldGuard4,0,80,1.29795068
1.79,OldGuard4,0,90,1.21773056
1.79,OldGuard4,0,100,1.21773056
1.79,OldGuard4,0,110,1.45642556
1.79,OldGuard4,0,120,1.12416962
1.79,OldGuard4,0,130,1.26534575
1.79,OldGuard4,0,140,1.26534575
1.79,OldGuard4,0,150,1.26534575
1.79,OldGuard4,1,0,1.00000000
1.79,OldGuard4,1,10,0.69813236
1.79,OldGuard4,1,20,0.51381166
1.79,OldGuard4,1,30,0.51381166
1.79,OldGuard4,1,40,0.51381166
1.79,OldGuard4,1,50,0.51381166
1.79,OldGuard4,1,60,0.51381166
1.79,OldGuard4,1,70,0.51381166
1.79,OldGuard4,1,80,0.47173574
1.79,OldGuard4,1,90,0.47173574
1.79,OldGuard4,1,100,0.47173574
1.79,OldGuard4,1,110,0.47173574
1.79,OldGuard4,1,120,0.47173574
1.79,OldGuard4,1,130,0.47173574
1.79,OldGuard4,1,140,0.47173574
1.79,OldGuard4,1,150,0.47173574
1.79,OldGuard4,1,160,0.47173574
1.79,OldGuard4,1,170,0.47173574
1.79,OldGuard4,1,180,0.44659991
1.79,OldGuard4,1,190,0.44659991
1.79,OldGuard4,1,200,0.44659991
1.79,OldGuard4,2,0,1.00000000
1.79,OldGuard4,2,10,1.00000000
1.79,OldGuard4,2,20,1.00000000
1.79,OldGuard4,2,30,1.00000000
1.79,OldGuard4,2,40,1.00000000
1.79,OldGuard4,2,50,0.95063220
1.79,OldGuard4,2,60,0.95063220
1.79,OldGuard4,2,70,0.95265806
1.79,OldGuard4,2,80,0.95265806
1.79,OldGuard4,2,90,0.95265806
1.79,OldGuard4,2,100,0.95265806
1.79,OldGuard4,2,110,1.00894714
1.79,OldGuard4,2,120,1.00894714
1.79,OldGuard4,2,130,1.92810407
1.79,OldGuard4,2,140,1.92810407
1.79,OldGuard4,2,150,1.92810407
1.79,OldGuard4,2,160,1.92810407
1.79,OldGuard4,3,0,1.00000000
1.79,OldGuard4,3,10,1.00000000
1.79,OldGuard4,3,20,1.00000000
1.79,OldGuard4,3,30,1.00000000
1.79,OldGuard4,3,40,1.56440278
1.79,OldGuard4,3,50,1.27224483
1.79,OldGuard4,3,60,1.57494256
1.79,OldGuard4,3,70,1.57494256
1.79,OldGuard4,3,80,1.57494256
1.79,OldGuard4,3,90,1.57494256
1.79,OldGuard4,3,100,1.57494256
1.79,OldGuard4,3,110,1.57494256
1.79,OldGuard4,3,120,1.57494256
1.79,OldGuard4,3,130,2.05538621
1.79,OldGuard4,3,140,2.05538621
1.79,OldGuard4,3,150,2.05538621
1.79,OldGuard4,3,160,2.05538621
1.79,OldGuard4,3,170,2.05538621
1.79,OldGuard4,4,0,1.00000000
1.79,OldGuard4,4,10,1.00000000
1.79,OldGuard4,4,20,1.00000000
1.79,OldGuard4,4,30,1.00000000
1.79,OldGuard4,4,40,1.00000000
1.79,OldGuard4,4,50,1.00000000
1.79,OldGuard4,4,60,0.90039448
1.79,OldGuard4,4,70,0.90039448
1.79,OldGuard4,4,80,0.90039448
1.79,OldGuard4,4,90,0.90039448
1.79,OldGuard4,4,100,0.90039448
1.79,OldGuard4,4,110,0.78904798
1.79,OldGuard4,4,120,0.78904798
1.79,OldGuard4,4,130,0.78904798
1.79,OldGuard4,4,140,0.78904798
1.79,OldGuard4,4,150,0.78904798
1.79,OldGuard4,4,160,0.78904798
1.79,OldGuard4,4,170,0.78904798
1.79,OldGuard4,4,180,0.78904798
1.79,OldGuard4,4,190,0.78904798
1.79,OldGuard4,4,200,0.78904798
1.79,OldGuard4,4,210,0.78904798
1.79,OldGuard4,4,220,0.78904798
1.79,OldGuard4,5,0,1.00000000
1.79,OldGuard4,5,10,1.00000000
1.79,OldGuard4,5,20,1.00000000
1.79,OldGuard4,5,30,1.00000000
1.79,OldGuard4,5,40,0.67630179
1.79,OldGuard4,5,50,0.67630179
1.79,OldGuard4,5,60,0.67630179
1.79,OldGuard4,5,70,0.67630179
1.79,OldGuard4,5,80,0.62386128
1.79,OldGuard4,5,90,0.62386128
1.79,OldGuard4,5,100,0.62386128
1.79,OldGuard4,5,110,0.62386128
1.79,OldGuard4,5,120,0.62386128
1.79,OldGuard4,5,130,0.62386128
1.79,OldGuard4,5,140,0.62386128
1.79,OldGuard4,5,150,0.62386128
1.79,OldGuard4,5,160,0.62386128
1.79,OldGuard4,5,170,0.62386128
1.79,OldGuard4,5,180,0.62386128
1.79,OldGuard4,5,190,0.62386128
1.79,OldGuard4,5,200,0.51874142
1.79,OldGuard4,5,210,0.51874142
1.80,Base5,0,0,1.00000000
1.80,Base5,0,10,1.00000000
1.80,Base5,0,20,1.00000000
1.80,Base5,0,30,1.00000000
1.80,Base5,0,40,1.00000000
1.80,Base5,0,50,1.00000000
1.80,Base5,0,60,1.00000000
1.80,Base5,0,70,1.00000000
1.80,Base5,0,80,1.00000000
1.80,Base5,0,90,1.00000000
1.80,Base5,0,100,1.00000000
1.80,Base5,0,110,1.00000000
1.80,Base5,0,120,1.79746315
1.80,Base5,0,130,1.79746315
1.80,Base5,0,140,1.79746315
1.80,Base5,0,150,1.79746315
1.80,Base5,0,160,1.85950653
1.80,Base5,0,170,1.85950653
1.80,Base5,0,180,2.09302817
1.80,Base5,0,190,2.09302817
1.80,Base5,0,200,2.09302817
1.80,Base5,0,210,2.09302817
1.80,Base5,1,0,1.00000000
1.80,Base5,1,10,1.00000000
1.80,Base5,1,20,1.00000000
1.80,Base5,1,30,1.00000000
1.80,Base5,1,40,1.00000000
1.80,Base5,1,50,0.83909029
1.80,Base5,1,60,0.83909029
1.80,Base5,1,70,0.72422591
1.80,Base5,1,80,0.72422591
1.80,Base5,1,90,0.72422591
1.80,Base5,1,100,0.72422591
1.80,Base5,1,110,0.72422591
1.80,Base5,1,120,0.72422591
1.80,Base5,1,130,2.63071434
1.80,Base5,1,140,2.63071434
1.80,Base5,1,150,2.63071434
1.80,Base5,1,160,2.63071434
1.80,Base5,1,170,2.49054013
1.80,Base5,1,180,2.49054013
1.80,Base5,1,190,2.49054013
1.80,Base5,1,200,2.49054013
1.80,Base5,2,0,1.00000000
1.80,Base5,2,10,1.24987590
1.80,Base5,2,20,1.11425138
1.80,Base5,2,30,1.11425138
1.80,Base5,2,40,1.11834102
1.80,Base5,2,50,1.11834102
1.80,Base5,2,60,1.09029758
1.80,Base5,2,70,1.09029758
1.80,Base5,2,80,1.09029758
1.80,Base5,2,90,1.16377030
1.80,Base5,2,100,1.16377030
1.80,Base5,2,110,1.39218439
1.80,Base5,2,120,1.39218439
1.80,Base5,2,130,1.39218439
1.80,Base5,2,140,1.39218439
1.80,Base5,3,0,1.00000000
1.80,Base5,3,10,1.00000000
1.80,Base5,3,20,1.00000000
1.80,Base5,3,30,1.02374263
1.80,Base5,3,40,1.16894124
1.80,Base5,3,50,0.84018689
1.80,Base5,3,60,1.04008761
1.80,Base5,3,70,1.04008761
1.80,Base5,3,80,1.04008761
1.80,Base5,3,90,1.04008761
1.80,Base5,3,100,1.04008761
1.80,Base5,3,110,1.04008761
1.80,Base5,3,120,1.04008761
1.80,Base5,3,130,1.08588003
1.80,Base5,3,140,0.90938527
1.80,Base5,3,150,0.90938527
1.80,Base5,3,160,0.90938527
1.80,Base5,3,170,0.90938527
1.80,Base5,4,0,1.00000000
1.80,Base5,4,10,1.00000000
1.80,Base5,4,20,1.00000000
1.80,Base5,4,30,1.00000000
1.80,Base5,4,40,1.00000000
1.80,Base5,4,50,0.83851867
1.80,Base5,4,60,0.83851867
1.80,Base5,4,70,0.83851867
1.80,Base5,4,80,0.83851867
1.80,Base5,4,90,0.83851867
1.80,Base5,4,100,0.83851867
1.80,Base5,4,110,0.83851867
1.80,Base5,4,120,0.83851867
1.80,Base5,4,130,0.83851867
1.80,Base5,4,140,0.83851867
1.80,Base5,4,150,0.83851867
1.80,Base5,4,160,0.83851867
1.80,Base5,4,170,0.83851867
1.80,Base5,4,180,0.83851867
1.80,Base5,4,190,0.83851867
1.80,Base5,4,200,0.83851867
1.80,Base5,4,210,0.83851867
1.80,Base5,4,220,0.83851867
1.80,Base5,4,230,0.83851867
1.80,Base5,4,240,0.83851867
1.80,Base5,5,0,1.00000000
1.80,Base5,5,10,1.00000000
1.80,Base5,5,20,1.00000000
1.80,Base5,5,30,1.00000000
1.80,Base5,5,40,1.00000000
1.80,Base5,5,50,1.00000000
1.80,Base5,5,60,1.00000000
1.80,Base5,5,70,1.00000000
1.80,Base5,5,80,1.00000000
1.80,Base5,5,90,1.00000000
1.80,Base5,5,100,1.00000000
1.80,Base5,5,110,1.06140262
1.80,Base5,5,120,1.06140262
1.80,Base5,5,130,1.06140262
1.80,Base5,5,140,1.06140262
1.80,Base5,5,150,1.06140262
1.80,Base5,5,160,1.06140262
1.80,Base5,5,170,1.06140262
1.80,Base5,5,180,0.83140094
1.80,Base5,5,190,0.70859398
1.80,Base5,5,200,0.70859398
1.80,Base5,5,210,0.70859398
1.80,NoDOGE,0,0,1.00000000
1.80,NoDOGE,0,10,1.00000000
1.80,NoDOGE,0,20,1.00000000
1.80,NoDOGE,0,30,1.00000000
1.80,NoDOGE,0,40,1.00000000
1.80,NoDOGE,0,50,1.00000000
1.80,NoDOGE,0,60,1.00000000
1.80,NoDOGE,0,70,1.00000000
1.80,NoDOGE,0,80,1.00000000
1.80,NoDOGE,0,90,1.00000000
1.80,NoDOGE,0,100,1.00000000
1.80,NoDOGE,0,110,1.00000000
1.80,NoDOGE,0,120,1.79746315
1.80,NoDOGE,0,130,1.79746315
1.80,NoDOGE,0,140,1.79746315
1.80,NoDOGE,0,150,1.79746315
1.80,NoDOGE,0,160,1.85950653
1.80,NoDOGE,0,170,1.85950653
1.80,NoDOGE,0,180,2.09302817
1.80,NoDOGE,0,190,2.09302817
1.80,NoDOGE,0,200,2.09302817
1.80,NoDOGE,0,210,2.09302817
1.80,NoDOGE,1,0,1.00000000
1.80,NoDOGE,1,10,1.00000000
1.80,NoDOGE,1,20,1.00000000
1.80,NoDOGE,1,30,1.00000000
1.80,NoDOGE,1,40,1.00000000
1.80,NoDOGE,1,50,1.00000000
1.80,NoDOGE,1,60,1.00000000
1.80,NoDOGE,1,70,1.00000000
1.80,NoDOGE,1,80,1.00000000
1.80,NoDOGE,1,90,1.00000000
1.80,NoDOGE,1,100,1.00000000
1.80,NoDOGE,1,110,1.00000000
1.80,NoDOGE,1,120,1.00000000
1.80,NoDOGE,1,130,1.00000000
1.80,NoDOGE,1,140,1.00000000
1.80,NoDOGE,1,150,1.00000000
1.80,NoDOGE,1,160,1.00000000
1.80,NoDOGE,1,170,1.00000000
1.80,NoDOGE,1,180,1.00000000
1.80,NoDOGE,1,190,1.00000000
1.80,NoDOGE,1,200,1.00000000
1.80,NoDOGE,1,210,0.94671629
1.80,NoDOGE,1,220,0.87877816
1.80,NoDOGE,2,0,1.00000000
1.80,NoDOGE,2,10,1.00000000
1.80,NoDOGE,2,20,1.00000000
1.80,NoDOGE,2,30,1.00000000
1.80,NoDOGE,2,40,0.89148961
1.80,NoDOGE,2,50,0.89476165
1.80,NoDOGE,2,60,0.89476165
1.80,NoDOGE,2,70,0.87232467
1.80,NoDOGE,2,80,0.87232467
1.80,NoDOGE,2,90,0.87232467
1.80,NoDOGE,2,100,0.93110868
1.80,NoDOGE,2,110,0.93110868
1.80,NoDOGE,2,120,1.77935430
1.80,NoDOGE,2,130,1.77935430
1.80,NoDOGE,2,140,1.77935430
1.80,NoDOGE,2,150,1.77935430
1.80,NoDOGE,3,0,1.00000000
1.80,NoDOGE,3,10,1.00000000
1.80,NoDOGE,3,20,1.00000000
1.80,NoDOGE,3,30,1.02374263
1.80,NoDOGE,3,40,1.16894124
1.80,NoDOGE,3,50,0.84018689
1.80,NoDOGE,3,60,1.04008761
1.80,NoDOGE,3,70,1.04008761
1.80,NoDOGE,3,80,1.04008761
1.80,NoDOGE,3,90,1.04008761
1.80,NoDOGE,3,100,1.04008761
1.80,NoDOGE,3,110,1.04008761
1.80,NoDOGE,3,120,1.04008761
1.80,NoDOGE,3,130,1.08588003
1.80,NoDOGE,3,140,1.07496771
1.80,NoDOGE,3,150,1.07496771
1.80,NoDOGE,3,160,1.07496771
1.80,NoDOGE,4,0,1.00000000
1.80,NoDOGE,4,10,1.00000000
1.80,NoDOGE,4,20,1.00000000
1.80,NoDOGE,4,30,1.00000000
1.80,NoDOGE,4,40,1.00000000
1.80,NoDOGE,4,50,0.83851867
1.80,NoDOGE,4,60,0.83851867
1.80,NoDOGE,4,70,0.83851867
1.80,NoDOGE,4,80,0.83851867
1.80,NoDOGE,4,90,0.83851867
1.80,NoDOGE,4,100,0.83851867
1.80,NoDOGE,4,110,0.83851867
1.80,NoDOGE,4,120,0.83851867
1.80,NoDOGE,4,130,0.83851867
1.80,NoDOGE,4,140,0.83851867
1.80,NoDOGE,4,150,0.83851867
1.80,NoDOGE,4,160,0.83851867
1.80,NoDOGE,4,170,0.83851867
1.80,NoDOGE,4,180,0.83851867
1.80,NoDOGE,4,190,0.83851867
1.80,NoDOGE,4,200,0.83851867
1.80,NoDOGE,4,210,0.83851867
1.80,NoDOGE,4,220,0.83851867
1.80,NoDOGE,4,230,0.83851867
1.80,NoDOGE,4,240,0.83851867
1.80,NoDOGE,5,0,1.00000000
1.80,NoDOGE,5,10,1.00000000
1.80,NoDOGE,5,20,1.00000000
1.80,NoDOGE,5,30,1.00000000
1.80,NoDOGE,5,40,1.00000000
1.80,NoDOGE,5,50,1.00000000
1.80,NoDOGE,5,60,1.00000000
1.80,NoDOGE,5,70,1.00000000
1.80,NoDOGE,5,80,1.00000000
1.80,NoDOGE,5,90,1.00000000
1.80,NoDOGE,5,100,1.00000000
1.80,NoDOGE,5,110,1.06140262
1.80,NoDOGE,5,120,1.06140262
1.80,NoDOGE,5,130,1.06140262
1.80,NoDOGE,5,140,1.06140262
1.80,NoDOGE,5,150,1.06140262
1.80,NoDOGE,5,160,1.06140262
1.80,NoDOGE,5,170,1.06140262
1.80,NoDOGE,5,180,1.06140262
1.80,NoDOGE,5,190,1.06140262
1.80,NoDOGE,5,200,0.90462191
1.80,NoDOGE,5,210,0.90462191
1.80,NoDOGE,5,220,0.90462191
1.80,Legacy4,0,0,1.00000000
1.80,Legacy4,0,10,1.00000000
1.80,Legacy4,0,20,0.99968358
1.80,Legacy4,0,30,0.99968358
1.80,Legacy4,0,40,0.99968358
1.80,Legacy4,0,50,1.05942737
1.80,Legacy4,0,60,1.05942737
1.80,Legacy4,0,70,1.05942737
1.80,Legacy4,0,80,1.05942737
1.80,Legacy4,0,90,0.82585312
1.80,Legacy4,0,100,0.82585312
1.80,Legacy4,0,110,0.82585312
1.80,Legacy4,0,120,0.85435925
1.80,Legacy4,0,130,0.85435925
1.80,Legacy4,0,140,0.85435925
1.80,Legacy4,0,150,0.96165189
1.80,Legacy4,0,160,0.96165189
1.80,Legacy4,0,170,0.96165189
1.80,Legacy4,1,0,1.00000000
1.80,Legacy4,1,10,1.00000000
1.80,Legacy4,1,20,1.00000000
1.80,Legacy4,1,30,1.00000000
1.80,Legacy4,1,40,1.00000000
1.80,Legacy4,1,50,1.00000000
1.80,Legacy4,1,60,1.00000000
1.80,Legacy4,1,70,1.00000000
1.80,Legacy4,1,80,1.00000000
1.80,Legacy4,1,90,1.00000000
1.80,Legacy4,1,100,0.91811024
1.80,Legacy4,1,110,0.91811024
1.80,Legacy4,1,120,0.91811024
1.80,Legacy4,1,130,0.91811024
1.80,Legacy4,1,140,0.91811024
1.80,Legacy4,1,150,0.91811024
1.80,Legacy4,1,160,0.91811024
1.80,Legacy4,1,170,0.91811024
1.80,Legacy4,1,180,0.91811024
1.80,Legacy4,1,190,0.91811024
